investor_id,total_transactions,avg_gap_days,max_gap_days,at_risk
INV001210,12,26.818181818181817,93.0,True
INV001212,8,45.142857142857146,119.0,True
INV001213,10,53.888888888888886,120.0,True
INV001215,6,97.0,293.0,True
INV001217,12,39.09090909090909,148.0,True
INV001218,9,49.25,139.0,True
INV001219,11,36.9,118.0,True
INV001220,9,57.875,104.0,True
INV001221,8,64.57142857142857,172.0,True
INV001222,6,68.6,189.0,True
INV001223,11,42.5,94.0,True
INV001224,8,40.57142857142857,103.0,True
INV001225,9,53.125,125.0,True
INV001227,11,39.7,104.0,True
INV001228,12,43.18181818181818,140.0,True
INV001232,6,87.8,184.0,True
INV001233,7,55.5,135.0,True
INV001234,12,40.72727272727273,119.0,True
INV001235,11,47.2,100.0,True
INV001236,7,73.33333333333333,153.0,True
INV001237,7,81.66666666666667,182.0,True
INV001238,12,37.36363636363637,150.0,True
INV001241,6,33.0,76.0,True
INV001242,10,47.333333333333336,93.0,True
INV001244,6,34.2,77.0,True
INV001246,6,80.0,184.0,True
INV001247,7,44.333333333333336,139.0,True
INV001249,6,71.6,105.0,True
INV001250,6,82.2,181.0,True
INV001251,9,54.25,223.0,True
INV001255,6,70.8,161.0,True
INV001257,10,52.44444444444444,166.0,True
INV001259,12,43.81818181818182,213.0,True
INV001260,7,68.33333333333333,163.0,True
INV001261,7,55.5,89.0,True
INV001262,8,50.857142857142854,116.0,True
INV001264,8,44.857142857142854,87.0,True
INV001265,7,57.5,217.0,True
INV001269,10,56.44444444444444,107.0,True
INV001274,12,45.36363636363637,141.0,True
INV001275,12,39.0,99.0,True
INV001280,6,83.6,169.0,True
INV001281,6,88.8,291.0,True
INV001282,8,54.857142857142854,119.0,True
INV001284,11,50.6,124.0,True
INV001287,9,57.625,116.0,True
INV001288,8,39.142857142857146,148.0,True
INV001291,7,63.5,181.0,True
INV001295,10,45.111111111111114,165.0,True
INV001298,11,43.1,113.0,True
INV001299,12,40.36363636363637,101.0,True
INV001300,7,75.0,127.0,True
INV001304,12,44.36363636363637,114.0,True
INV001308,12,41.63636363636363,147.0,True
INV001310,8,58.0,180.0,True
INV001312,11,43.7,108.0,True
INV001314,10,50.44444444444444,130.0,True
INV001315,10,48.888888888888886,124.0,True
INV001316,10,51.333333333333336,166.0,True
INV001317,11,42.4,96.0,True
INV001318,11,41.6,150.0,True
INV001319,8,33.57142857142857,76.0,True
INV001320,11,45.2,163.0,True
INV001321,7,75.83333333333333,129.0,True
INV001322,7,80.83333333333333,136.0,True
INV001325,7,82.5,174.0,True
INV001326,12,44.18181818181818,182.0,True
INV001329,10,46.888888888888886,97.0,True
INV001331,10,52.77777777777778,100.0,True
INV001332,9,60.0,168.0,True
INV001333,12,45.54545454545455,185.0,True
INV001334,10,50.333333333333336,112.0,True
INV001336,9,57.625,198.0,True
INV001342,9,54.25,255.0,True
INV001343,6,56.0,88.0,True
INV001345,8,65.0,157.0,True
INV001346,7,76.5,205.0,True
INV001348,11,40.9,121.0,True
INV001350,8,71.14285714285714,287.0,True
INV001351,12,40.90909090909091,144.0,True
INV001352,6,64.8,139.0,True
INV001353,7,57.333333333333336,134.0,True
INV001354,9,53.125,150.0,True
INV001355,11,40.2,128.0,True
INV001356,11,39.6,109.0,True
INV001359,9,54.375,143.0,True
INV001361,9,37.875,93.0,True
INV001363,7,50.666666666666664,125.0,True
INV001366,9,54.375,98.0,True
INV001367,7,82.5,222.0,True
INV001369,9,50.625,131.0,True
INV001370,7,81.0,164.0,True
INV001374,7,55.833333333333336,101.0,True
INV001375,12,44.90909090909091,176.0,True
INV001376,7,78.66666666666667,181.0,True
INV001377,8,65.14285714285714,113.0,True
INV001378,6,79.2,128.0,True
INV001379,7,48.333333333333336,74.0,True
INV001383,10,44.0,117.0,True
INV001384,10,43.55555555555556,149.0,True
INV001386,7,51.833333333333336,133.0,True
INV001387,9,57.25,130.0,True
INV001388,6,70.6,124.0,True
INV001389,6,87.0,158.0,True
INV001390,6,82.0,201.0,True
INV001391,8,68.71428571428571,177.0,True
INV001392,8,52.0,99.0,True
INV001394,9,55.625,136.0,True
INV001395,8,56.0,151.0,True
INV001397,11,48.1,124.0,True
INV001398,11,45.5,131.0,True
INV001399,7,62.333333333333336,160.0,True
INV001400,11,38.4,122.0,True
INV001401,10,38.111111111111114,102.0,True
INV001402,9,61.625,151.0,True
INV001406,12,39.0,128.0,True
INV001407,10,39.55555555555556,116.0,True
INV001409,7,32.333333333333336,60.0,True
INV001410,8,61.0,118.0,True
INV001411,8,65.14285714285714,151.0,True
INV001413,8,56.0,125.0,True
INV001415,10,53.0,173.0,True
INV001418,9,57.625,187.0,True
INV001419,8,61.285714285714285,110.0,True
INV001421,8,63.142857142857146,164.0,True
INV001423,11,34.0,89.0,True
INV001424,6,93.0,156.0,True
INV001428,12,44.18181818181818,76.0,True
INV001432,7,59.5,109.0,True
INV001433,6,99.2,307.0,True
INV001434,9,60.375,178.0,True
INV001439,7,56.333333333333336,104.0,True
INV001442,12,41.54545454545455,238.0,True
INV001443,6,57.2,82.0,True
INV001448,6,47.8,96.0,True
INV001449,7,48.5,126.0,True
INV001454,8,62.57142857142857,176.0,True
INV001455,12,41.18181818181818,133.0,True
INV001456,9,52.375,84.0,True
INV001457,12,38.09090909090909,99.0,True
INV001458,12,32.63636363636363,101.0,True
INV001460,11,33.4,95.0,True
INV001462,9,55.0,209.0,True
INV001465,7,52.0,109.0,True
INV001466,11,26.7,82.0,True
INV001467,10,54.333333333333336,176.0,True
INV001470,7,72.33333333333333,144.0,True
INV001472,9,49.375,139.0,True
INV001473,7,81.33333333333333,257.0,True
INV001478,7,79.66666666666667,200.0,True
INV001480,7,47.833333333333336,157.0,True
INV001481,7,49.833333333333336,115.0,True
INV001482,8,57.57142857142857,212.0,True
INV001483,6,84.6,179.0,True
INV001485,10,48.888888888888886,150.0,True
INV001491,8,70.57142857142857,245.0,True
INV001496,11,40.1,165.0,True
INV001497,12,45.81818181818182,138.0,True
INV001498,6,68.8,96.0,True
INV001499,10,41.77777777777778,85.0,True
INV001500,8,63.857142857142854,205.0,True
INV001501,7,52.833333333333336,106.0,True
INV001503,6,44.8,108.0,True
INV001504,10,48.22222222222222,134.0,True
INV001506,7,78.16666666666667,213.0,True
INV001507,12,39.18181818181818,77.0,True
INV001508,10,55.888888888888886,131.0,True
INV001510,10,44.55555555555556,105.0,True
INV001512,11,47.7,122.0,True
INV001513,6,60.6,95.0,True
INV001514,11,38.9,72.0,True
INV001516,9,56.625,169.0,True
INV001518,9,46.25,106.0,True
INV001521,9,47.25,207.0,True
INV001524,7,63.5,149.0,True
INV001525,7,60.833333333333336,103.0,True
INV001526,10,29.333333333333332,73.0,True
INV001528,11,48.0,104.0,True
INV001530,9,48.5,115.0,True
INV001532,11,47.4,97.0,True
INV001534,8,64.42857142857143,206.0,True
INV001536,11,41.4,106.0,True
INV001538,7,65.5,141.0,True
INV001543,6,56.2,98.0,True
INV001544,11,42.6,95.0,True
INV001545,11,46.4,198.0,True
INV001547,12,43.81818181818182,119.0,True
INV001548,8,57.57142857142857,197.0,True
INV001549,9,50.125,80.0,True
INV001550,11,47.4,110.0,True
INV001551,9,55.875,138.0,True
INV001553,12,44.90909090909091,77.0,True
INV001555,6,91.0,136.0,True
INV001557,7,80.33333333333333,350.0,True
INV001558,11,38.7,114.0,True
INV001560,6,98.2,357.0,True
INV001561,8,55.857142857142854,198.0,True
INV001562,11,39.8,143.0,True
INV001564,12,39.18181818181818,102.0,True
INV001567,6,50.2,112.0,True
INV001569,7,69.5,313.0,True
INV001570,9,59.875,185.0,True
INV001573,8,42.142857142857146,109.0,True
INV001574,7,42.666666666666664,106.0,True
INV001575,9,52.625,112.0,True
INV001576,7,75.33333333333333,115.0,True
INV001579,12,41.63636363636363,115.0,True
INV001580,12,40.63636363636363,122.0,True
INV001583,9,56.125,126.0,True
INV001585,9,35.375,177.0,True
INV001587,11,40.1,144.0,True
INV001588,7,69.5,137.0,True
INV001591,11,32.0,107.0,True
INV001592,6,19.0,50.0,True
INV001594,7,76.83333333333333,198.0,True
INV001595,7,69.33333333333333,116.0,True
INV001596,6,76.4,183.0,True
INV001597,11,43.4,105.0,True
INV001598,9,50.5,110.0,True
INV001599,12,44.54545454545455,133.0,True
INV001602,12,42.63636363636363,115.0,True
INV001603,11,33.3,93.0,True
INV001605,11,49.9,114.0,True
INV001606,8,58.0,119.0,True
INV001608,11,36.0,106.0,True
INV001609,10,52.77777777777778,143.0,True
INV001611,11,42.7,130.0,True
INV001612,10,50.22222222222222,119.0,True
INV001615,8,44.0,107.0,True
INV001616,12,38.54545454545455,117.0,True
INV001618,8,59.714285714285715,201.0,True
INV001619,6,70.0,114.0,True
INV001620,7,43.0,110.0,True
INV001623,11,46.9,111.0,True
INV001624,12,34.0,80.0,True
INV001625,12,39.63636363636363,111.0,True
INV001627,6,70.8,149.0,True
INV001628,12,32.90909090909091,71.0,True
INV001629,12,44.36363636363637,83.0,True
INV001631,11,45.6,97.0,True
INV001635,7,73.0,105.0,True
INV001636,11,39.1,114.0,True
INV001637,6,90.4,129.0,True
INV001639,6,69.4,135.0,True
INV001640,12,28.0,90.0,True
INV001641,10,54.55555555555556,142.0,True
INV001643,8,49.285714285714285,108.0,True
INV001644,11,41.0,89.0,True
INV001645,8,54.285714285714285,116.0,True
INV001648,9,58.625,120.0,True
INV001649,12,42.27272727272727,120.0,True
INV001650,6,49.2,193.0,True
INV001651,11,47.2,130.0,True
INV001652,9,46.75,76.0,True
INV001653,8,55.142857142857146,110.0,True
INV001654,10,38.22222222222222,137.0,True
INV001656,10,51.333333333333336,246.0,True
INV001658,11,42.2,131.0,True
INV001660,6,78.8,192.0,True
INV001662,12,41.36363636363637,154.0,True
INV001663,8,46.57142857142857,123.0,True
INV001666,6,58.2,125.0,True
INV001670,11,36.5,94.0,True
INV001671,7,62.0,225.0,True
INV001672,12,24.727272727272727,130.0,True
INV001673,11,49.3,181.0,True
INV001674,6,76.8,144.0,True
INV001679,7,76.5,241.0,True
INV001680,12,42.81818181818182,161.0,True
INV001683,8,62.142857142857146,186.0,True
INV001689,12,45.54545454545455,125.0,True
INV001690,9,60.875,114.0,True
INV001691,9,57.75,190.0,True
INV001692,11,44.1,123.0,True
INV001694,10,51.44444444444444,144.0,True
INV001695,9,21.375,33.0,False
INV001696,6,87.8,149.0,True
INV001697,12,45.45454545454545,174.0,True
INV001699,8,59.42857142857143,126.0,True
INV001701,12,45.72727272727273,120.0,True
INV001705,9,47.625,162.0,True
INV001706,10,43.22222222222222,115.0,True
INV001709,8,37.0,69.0,True
INV001711,7,65.83333333333333,189.0,True
INV001712,8,47.57142857142857,103.0,True
INV001713,8,45.857142857142854,87.0,True
INV001715,8,68.28571428571429,188.0,True
INV001718,9,52.5,146.0,True
INV001720,8,68.42857142857143,169.0,True
INV001721,7,81.66666666666667,208.0,True
INV001723,7,83.66666666666667,300.0,True
INV001724,9,52.25,116.0,True
INV001725,11,44.6,119.0,True
INV001728,11,35.4,131.0,True
INV001732,6,92.2,223.0,True
INV001735,7,79.0,234.0,True
INV001736,7,65.0,130.0,True
INV001737,9,42.625,174.0,True
INV001738,12,40.09090909090909,137.0,True
INV001739,10,46.666666666666664,67.0,True
INV001740,10,48.77777777777778,155.0,True
INV001741,11,45.2,201.0,True
INV001742,9,52.375,111.0,True
INV001743,7,44.0,176.0,True
INV001744,12,42.81818181818182,90.0,True
INV001746,12,32.09090909090909,130.0,True
INV001747,8,68.85714285714286,252.0,True
INV001748,8,39.142857142857146,115.0,True
INV001751,8,39.142857142857146,70.0,True
INV001752,12,37.81818181818182,91.0,True
INV001753,12,42.81818181818182,128.0,True
INV001757,12,35.36363636363637,121.0,True
INV001758,10,36.22222222222222,81.0,True
INV001759,12,40.54545454545455,91.0,True
INV001762,8,47.57142857142857,108.0,True
INV001763,7,59.666666666666664,114.0,True
INV001765,8,67.57142857142857,164.0,True
INV001769,8,70.0,166.0,True
INV001770,8,71.14285714285714,270.0,True
INV001771,8,64.14285714285714,131.0,True
INV001772,10,52.77777777777778,152.0,True
INV001775,8,29.142857142857142,65.0,True
INV001777,11,46.1,117.0,True
INV001778,12,40.45454545454545,108.0,True
INV001780,6,54.8,88.0,True
INV001782,10,52.0,130.0,True
INV001783,9,58.875,183.0,True
INV001784,11,39.8,154.0,True
INV001787,6,60.0,158.0,True
INV001790,10,44.55555555555556,169.0,True
INV001792,6,58.4,126.0,True
INV001794,9,45.625,113.0,True
INV001796,7,73.5,182.0,True
INV001797,11,47.8,132.0,True
INV001798,6,54.0,118.0,True
INV001799,7,73.16666666666667,140.0,True
INV001800,11,42.0,94.0,True
INV001801,6,68.6,128.0,True
INV001802,10,49.0,98.0,True
INV001803,9,36.875,82.0,True
INV001804,11,42.9,90.0,True
INV001805,6,62.2,139.0,True
INV001806,11,47.7,123.0,True
INV001809,7,79.66666666666667,129.0,True
INV001810,11,45.3,99.0,True
INV001811,12,44.81818181818182,196.0,True
INV001813,8,63.0,191.0,True
INV001814,10,44.888888888888886,87.0,True
INV001815,7,60.333333333333336,229.0,True
INV001816,11,41.5,94.0,True
INV001820,11,40.5,143.0,True
INV001822,8,23.285714285714285,64.0,True
INV001823,12,37.0,109.0,True
INV001824,6,91.2,255.0,True
INV001825,10,46.55555555555556,102.0,True
INV001826,9,33.125,112.0,True
INV001827,6,95.0,234.0,True
INV001828,8,44.42857142857143,91.0,True
INV001829,7,67.5,170.0,True
INV001831,9,45.5,178.0,True
INV001832,8,60.0,126.0,True
INV001833,7,41.833333333333336,163.0,True
INV001834,7,62.0,178.0,True
INV001835,6,78.0,168.0,True
INV001836,11,37.2,87.0,True
INV001837,12,42.27272727272727,74.0,True
INV001841,9,35.125,112.0,True
INV001842,10,47.44444444444444,165.0,True
INV001843,9,50.625,139.0,True
INV001844,9,51.625,197.0,True
INV001848,9,60.125,202.0,True
INV001849,6,84.8,169.0,True
INV001851,8,56.142857142857146,180.0,True
INV001852,8,71.71428571428571,187.0,True
INV001853,12,30.181818181818183,68.0,True
INV001856,8,53.57142857142857,151.0,True
INV001857,11,45.1,138.0,True
INV001858,11,47.3,231.0,True
INV001859,7,82.5,182.0,True
INV001861,10,39.77777777777778,112.0,True
INV001865,9,47.625,145.0,True
INV001866,8,46.142857142857146,88.0,True
INV001867,6,89.6,279.0,True
INV001868,6,91.6,181.0,True
INV001870,8,65.14285714285714,164.0,True
INV001871,12,42.63636363636363,104.0,True
INV001874,10,52.333333333333336,166.0,True
INV001875,7,73.0,286.0,True
INV001877,7,54.833333333333336,123.0,True
INV001879,9,58.5,112.0,True
INV001880,9,49.125,99.0,True
INV001881,6,74.6,140.0,True
INV001883,8,70.85714285714286,203.0,True
INV001885,12,45.09090909090909,128.0,True
INV001886,10,45.111111111111114,129.0,True
INV001887,7,78.0,157.0,True
INV001888,8,65.42857142857143,176.0,True
INV001890,7,85.5,207.0,True
INV001891,9,60.25,225.0,True
INV001893,6,54.6,132.0,True
INV001895,8,61.57142857142857,102.0,True
INV001896,6,47.0,145.0,True
INV001897,7,52.833333333333336,101.0,True
INV001899,8,69.28571428571429,154.0,True
INV001903,10,38.22222222222222,101.0,True
INV001909,10,48.333333333333336,106.0,True
INV001912,11,45.4,123.0,True
INV001913,6,64.6,156.0,True
INV001914,10,42.22222222222222,89.0,True
INV001916,10,45.888888888888886,118.0,True
INV001917,8,40.42857142857143,106.0,True
INV001920,11,30.0,66.0,True
INV001921,12,43.63636363636363,107.0,True
INV001922,7,68.66666666666667,231.0,True
INV001923,12,44.0,89.0,True
INV001924,9,60.875,132.0,True
INV001926,11,46.4,107.0,True
INV001927,9,42.25,59.0,True
INV001928,6,83.8,304.0,True
INV001929,10,45.111111111111114,152.0,True
INV001930,6,97.0,262.0,True
INV001933,8,61.714285714285715,139.0,True
INV001937,11,48.3,152.0,True
INV001938,12,32.90909090909091,112.0,True
INV001940,8,56.142857142857146,150.0,True
INV001943,7,62.0,171.0,True
INV001944,10,45.22222222222222,168.0,True
INV001945,8,46.57142857142857,103.0,True
INV001946,6,56.6,106.0,True
INV001950,12,44.09090909090909,99.0,True
INV001951,10,47.111111111111114,98.0,True
INV001954,9,54.25,187.0,True
INV001955,8,54.285714285714285,103.0,True
INV001956,7,79.33333333333333,160.0,True
INV001959,9,53.75,107.0,True
INV001961,8,65.85714285714286,222.0,True
INV001962,6,70.6,177.0,True
INV001967,8,25.857142857142858,92.0,True
INV001969,11,45.1,120.0,True
INV001970,7,67.66666666666667,137.0,True
INV001971,11,38.3,87.0,True
INV001972,12,35.0,142.0,True
INV001974,11,35.7,86.0,True
INV001975,6,78.2,159.0,True
INV001977,9,56.75,184.0,True
INV001978,7,76.16666666666667,112.0,True
INV001979,11,42.0,134.0,True
INV001982,8,61.285714285714285,161.0,True
INV001983,8,68.71428571428571,203.0,True
INV001985,7,70.83333333333333,192.0,True
INV001986,9,38.25,68.0,True
INV001987,11,40.2,144.0,True
INV001990,12,40.63636363636363,130.0,True
INV001993,11,44.7,87.0,True
INV001995,9,43.75,94.0,True
INV001997,9,59.25,168.0,True
INV001998,12,42.90909090909091,98.0,True
INV001999,12,29.90909090909091,78.0,True
INV002000,7,53.333333333333336,132.0,True
INV002001,9,53.0,141.0,True
INV002003,7,41.333333333333336,69.0,True
INV002005,7,54.5,91.0,True
INV002006,8,52.57142857142857,122.0,True
INV002008,10,39.22222222222222,95.0,True
INV002010,8,69.28571428571429,112.0,True
INV002011,9,59.75,129.0,True
INV002012,7,69.16666666666667,144.0,True
INV002013,8,57.57142857142857,100.0,True
INV002017,9,49.25,99.0,True
INV002018,11,44.1,104.0,True
INV002019,8,65.0,117.0,True
INV002021,7,46.166666666666664,72.0,True
INV002022,7,52.0,89.0,True
INV002025,7,55.833333333333336,92.0,True
INV002026,6,85.4,161.0,True
INV002030,8,71.71428571428571,251.0,True
INV002033,11,38.9,112.0,True
INV002034,12,46.0,103.0,True
INV002035,11,39.0,94.0,True
INV002036,12,28.0,160.0,True
INV002037,10,37.666666666666664,173.0,True
INV002038,9,52.5,116.0,True
INV002039,11,46.1,102.0,True
INV002040,10,50.77777777777778,111.0,True
INV002041,6,52.8,95.0,True
INV002042,10,46.666666666666664,198.0,True
INV002044,8,53.714285714285715,118.0,True
INV002045,9,60.0,165.0,True
INV002049,7,66.16666666666667,174.0,True
INV002051,10,43.666666666666664,153.0,True
INV002052,9,33.125,82.0,True
INV002055,8,69.0,239.0,True
INV002056,7,80.66666666666667,205.0,True
INV002060,7,63.833333333333336,197.0,True
INV002061,7,80.5,205.0,True
INV002066,6,81.8,130.0,True
INV002067,9,53.375,130.0,True
INV002069,11,42.8,86.0,True
INV002070,11,48.8,118.0,True
INV002074,6,55.4,104.0,True
INV002075,6,66.2,126.0,True
INV002077,6,76.2,192.0,True
INV002080,9,60.0,95.0,True
INV002083,11,46.5,193.0,True
INV002085,7,54.166666666666664,191.0,True
INV002087,6,70.6,126.0,True
INV002088,8,68.28571428571429,182.0,True
INV002090,10,53.55555555555556,144.0,True
INV002092,10,38.111111111111114,81.0,True
INV002093,8,36.57142857142857,82.0,True
INV002095,11,43.5,96.0,True
INV002096,6,63.8,202.0,True
INV002098,9,51.625,131.0,True
INV002099,8,71.28571428571429,268.0,True
INV002101,12,38.0,120.0,True
INV002102,9,46.875,130.0,True
INV002104,10,44.77777777777778,135.0,True
INV002107,10,55.333333333333336,249.0,True
INV002109,8,25.857142857142858,79.0,True
INV002110,7,46.333333333333336,121.0,True
INV002111,12,42.27272727272727,101.0,True
INV002112,9,49.125,147.0,True
INV002113,6,80.8,201.0,True
INV002114,8,48.714285714285715,162.0,True
INV002115,8,65.71428571428571,106.0,True
INV002116,10,30.11111111111111,53.0,True
INV002117,8,63.857142857142854,208.0,True
INV002119,10,47.44444444444444,195.0,True
INV002121,9,51.375,88.0,True
INV002122,8,45.142857142857146,97.0,True
INV002123,7,67.0,97.0,True
INV002124,10,52.111111111111114,169.0,True
INV002125,6,36.0,88.0,True
INV002126,7,71.0,153.0,True
INV002127,8,47.0,92.0,True
INV002128,6,87.6,170.0,True
INV002130,6,62.6,94.0,True
INV002131,8,65.85714285714286,129.0,True
INV002133,6,89.8,272.0,True
INV002134,12,45.09090909090909,102.0,True
INV002135,10,55.77777777777778,139.0,True
INV002137,10,31.666666666666668,125.0,True
INV002138,8,65.57142857142857,177.0,True
INV002139,8,66.71428571428571,170.0,True
INV002141,7,44.833333333333336,84.0,True
INV002142,10,52.44444444444444,162.0,True
INV002143,12,40.45454545454545,148.0,True
INV002149,11,31.9,215.0,True
INV002150,6,73.6,216.0,True
INV002151,10,53.666666666666664,201.0,True
INV002152,8,67.42857142857143,126.0,True
INV002153,10,45.22222222222222,133.0,True
INV002154,12,44.90909090909091,175.0,True
INV002155,8,59.714285714285715,140.0,True
INV002157,12,40.90909090909091,86.0,True
INV002158,9,61.375,142.0,True
INV002159,8,46.42857142857143,104.0,True
INV002161,8,64.14285714285714,264.0,True
INV002162,10,51.888888888888886,198.0,True
INV002164,7,58.166666666666664,89.0,True
INV002165,7,82.16666666666667,156.0,True
INV002166,7,82.66666666666667,248.0,True
INV002167,9,39.125,77.0,True
INV002170,7,65.83333333333333,150.0,True
INV002171,7,55.833333333333336,150.0,True
INV002174,6,86.0,143.0,True
INV002176,7,81.33333333333333,185.0,True
INV002177,11,43.8,141.0,True
INV002178,11,46.5,236.0,True
INV002179,11,42.3,171.0,True
INV002181,6,72.2,164.0,True
INV002182,12,40.09090909090909,146.0,True
INV002184,11,47.5,167.0,True
INV002185,10,28.77777777777778,92.0,True
INV002186,10,49.888888888888886,112.0,True
INV002187,12,44.18181818181818,122.0,True
INV002188,9,28.5,85.0,True
INV002189,12,43.63636363636363,153.0,True
INV002192,10,40.666666666666664,95.0,True
INV002195,10,48.77777777777778,154.0,True
INV002196,10,56.666666666666664,115.0,True
INV002198,12,33.63636363636363,90.0,True
INV002199,9,38.125,83.0,True
INV002200,6,83.6,291.0,True
INV002201,10,44.44444444444444,136.0,True
INV002202,10,54.77777777777778,143.0,True
INV002205,6,87.4,243.0,True
INV002206,11,43.8,107.0,True
INV002207,7,73.0,252.0,True
INV002208,11,42.8,129.0,True
INV002211,10,42.55555555555556,109.0,True
INV002212,8,58.42857142857143,158.0,True
INV002213,9,36.625,121.0,True
INV002214,12,42.09090909090909,82.0,True
INV002215,10,53.888888888888886,122.0,True
INV002216,10,48.0,128.0,True
INV002218,8,52.57142857142857,147.0,True
INV002219,11,49.9,142.0,True
INV002220,11,31.3,67.0,True
INV002223,6,82.6,259.0,True
INV002228,9,42.875,86.0,True
INV002229,10,44.666666666666664,101.0,True
INV002230,11,43.4,114.0,True
INV002232,12,38.54545454545455,174.0,True
INV002234,8,47.42857142857143,96.0,True
INV002235,7,69.83333333333333,137.0,True
INV002236,9,55.25,119.0,True
INV002237,10,41.77777777777778,142.0,True
INV002238,7,78.66666666666667,161.0,True
INV002239,7,75.5,131.0,True
INV002240,12,42.45454545454545,118.0,True
INV002241,11,47.8,124.0,True
INV002244,10,50.55555555555556,129.0,True
INV002245,12,37.27272727272727,146.0,True
INV002248,7,47.166666666666664,73.0,True
INV002249,10,31.444444444444443,109.0,True
INV002250,12,44.36363636363637,114.0,True
INV002251,7,52.166666666666664,114.0,True
INV002252,11,35.9,89.0,True
INV002256,6,75.6,115.0,True
INV002258,8,54.0,165.0,True
INV002259,11,39.6,124.0,True
INV002260,11,44.1,129.0,True
INV002261,8,46.857142857142854,147.0,True
INV002262,8,29.0,58.0,True
INV002264,8,53.857142857142854,197.0,True
INV002265,10,46.0,119.0,True
INV002267,10,51.77777777777778,149.0,True
INV002270,11,44.6,105.0,True
INV002271,6,47.0,102.0,True
INV002274,10,46.55555555555556,125.0,True
INV002275,10,43.666666666666664,77.0,True
INV002276,10,46.55555555555556,85.0,True
INV002277,12,38.45454545454545,96.0,True
INV002280,10,51.111111111111114,182.0,True
INV002281,6,96.6,162.0,True
INV002282,12,30.272727272727273,102.0,True
INV002284,12,40.72727272727273,87.0,True
INV002286,8,55.285714285714285,202.0,True
INV002287,6,50.2,193.0,True
INV002290,10,37.44444444444444,97.0,True
INV002292,11,39.9,126.0,True
INV002294,10,42.888888888888886,163.0,True
INV002295,12,42.72727272727273,126.0,True
INV002298,9,44.375,165.0,True
INV002299,7,53.5,122.0,True
INV002302,9,39.25,93.0,True
INV002304,12,34.81818181818182,57.0,True
INV002306,8,69.57142857142857,270.0,True
INV002307,6,68.4,127.0,True
INV002308,11,40.2,74.0,True
INV002310,6,58.2,97.0,True
INV002311,11,46.8,105.0,True
INV002315,12,39.18181818181818,163.0,True
INV002319,11,36.0,123.0,True
INV002322,9,39.625,100.0,True
INV002323,7,56.5,161.0,True
INV002324,8,40.142857142857146,96.0,True
INV002326,10,45.888888888888886,156.0,True
INV002327,11,45.5,96.0,True
INV002328,7,68.5,98.0,True
INV002329,12,35.90909090909091,88.0,True
INV002332,8,60.142857142857146,170.0,True
INV002333,6,72.4,173.0,True
INV002338,7,82.83333333333333,178.0,True
INV002339,6,61.2,124.0,True
INV002341,6,47.4,80.0,True
INV002342,9,49.5,174.0,True
INV002343,12,42.0,90.0,True
INV002344,8,62.57142857142857,166.0,True
INV002345,8,49.142857142857146,151.0,True
INV002346,6,86.6,146.0,True
INV002347,9,40.5,79.0,True
INV002348,12,44.27272727272727,120.0,True
INV002349,10,42.888888888888886,77.0,True
INV002350,10,53.666666666666664,132.0,True
INV002351,12,43.09090909090909,117.0,True
INV002353,9,51.75,124.0,True
INV002357,12,39.09090909090909,139.0,True
INV002360,12,40.81818181818182,91.0,True
INV002361,10,49.888888888888886,166.0,True
INV002363,9,59.125,126.0,True
INV002364,8,54.0,106.0,True
INV002365,10,51.333333333333336,127.0,True
INV002367,8,51.285714285714285,134.0,True
INV002368,12,33.36363636363637,141.0,True
INV002369,10,52.55555555555556,111.0,True
INV002370,8,60.142857142857146,225.0,True
INV002372,9,59.5,121.0,True
INV002373,12,44.63636363636363,111.0,True
INV002374,11,39.9,99.0,True
INV002378,6,67.2,108.0,True
INV002381,6,77.2,125.0,True
INV002382,8,38.57142857142857,77.0,True
INV002384,12,36.36363636363637,86.0,True
INV002387,10,57.0,174.0,True
INV002388,9,43.875,155.0,True
INV002389,12,41.54545454545455,126.0,True
INV002390,7,71.33333333333333,193.0,True
INV002391,10,23.666666666666668,74.0,True
INV002392,6,82.0,122.0,True
INV002393,9,49.75,171.0,True
INV002394,7,53.833333333333336,126.0,True
INV002395,6,97.0,225.0,True
INV002397,7,51.666666666666664,129.0,True
INV002399,12,40.36363636363637,125.0,True
INV002400,12,44.45454545454545,141.0,True
INV002401,11,41.4,125.0,True
INV002402,10,47.44444444444444,136.0,True
INV002407,10,46.333333333333336,152.0,True
INV002409,12,35.36363636363637,119.0,True
INV002412,7,75.5,115.0,True
INV002413,11,41.1,189.0,True
INV002414,7,84.5,348.0,True
INV002415,11,40.2,110.0,True
INV002416,9,62.25,192.0,True
INV002417,10,55.55555555555556,190.0,True
INV002418,8,65.42857142857143,119.0,True
INV002420,12,43.0,109.0,True
INV002422,12,41.18181818181818,139.0,True
INV002424,6,53.0,109.0,True
INV002426,6,68.2,148.0,True
INV002427,9,32.5,70.0,True
INV002429,8,56.142857142857146,125.0,True
INV002430,11,46.0,139.0,True
INV002431,8,66.0,96.0,True
INV002434,7,73.5,133.0,True
INV002437,10,32.77777777777778,140.0,True
INV002440,6,74.6,135.0,True
INV002444,8,34.142857142857146,104.0,True
INV002445,11,34.9,113.0,True
INV002446,6,83.8,152.0,True
INV002452,7,47.166666666666664,99.0,True
INV002453,11,37.8,87.0,True
INV002454,7,46.333333333333336,121.0,True
INV002458,11,36.2,95.0,True
INV002459,12,42.18181818181818,91.0,True
INV002461,6,87.8,156.0,True
